Brest-Litovsk,Warsaw,0,313,0.987078,-0.291683,1.27512
Brest-Litovsk,Minsk,0,315,0.929013,-0.274525,1.18417
Glasgow,Preston,1,2,0.096649,0,0.10894
Glasgow,Edinburgh,1,13,0.096649,0,0.10894
Preston,Birmingham,2,3,0.096649,0,0.10894
Birmingham,Cambridge,3,633,0.096649,0,0.10894
Le Havre,Paris,4,5,0.952817,-0.281558,1.22122
Le Havre,Amiens,4,654,0.720242,-0.212832,0.873622
Paris,Orléans,5,6,1.7689,-0.522713,2.69381
Paris,Calais,5,16,1.51547,-0.447823,2.19435
Paris,Lyon,5,17,1.9291,-0.570051,3.02909
Paris,Brussels,5,323,1.89201,-0.559092,2.95012
Paris,Le Mans,5,363,1.59667,-0.471818,2.35025
Paris,Reims,5,364,1.53457,-0.453468,2.23068
Paris,Chaumont,5,662,1.85262,-0.547451,2.86713
Orléans,Bordeaux,6,7,0.841524,-0.248672,1.0509
Orléans,Tours,6,389,0.924318,-0.273137,1.1769
Orléans,Montargis,6,390,0.932107,-0.275439,1.18897
Orléans,Toulouse,6,463,0.890536,-0.263154,1.125
Bordeaux,San Sebastián,7,8,1.24869,-0.368989,1.70961
Bordeaux,Clermont-Ferrand,7,443,1.56395,-0.462149,2.28696
Bordeaux,Toulouse,7,463,0.920583,-0.272033,1.17113
Bordeaux,Angoulême,7,728,1.34772,-0.398254,1.88465
San Sebastián,Burgos,8,9,0.757838,-0.223942,0.927645
San Sebastián,Bilbao,8,442,0.703462,-0.207874,0.849781
San Sebastián,Toulouse,8,463,1.12293,-0.331826,1.49569
Burgos,Madrid,9,10,0.617855,-0.182577,0.730736
Burgos,Valladolid,9,462,0.418051,-0.123535,0.469743
Madrid,Seville,10,11,1.07782,-0.318498,1.42125
Madrid,Barcelona,10,21,1.1384,-0.336397,1.52151
Madrid,Valencia,10,24,1.02589,-0.303151,1.33703
Madrid,Lisbon,10,461,0.795044,-0.234937,0.98193
Seville,Algeciras,11,12,0.571228,-0.168799,0.667719
Seville,Huelva,11,483,0.541758,-0.16009,0.628553
Algeciras,Málaga,12,28,0.414622,-0.122521,0.465469
Edinburgh,Newcastle,13,14,0.096649,0,0.10894
Newcastle,London,14,15,0.096649,0,0.10894
London,Colchester,15,302,0.096649,0,0.10894
Calais,Bruges,16,321,0.965122,-0.285195,1.2405
Calais,Rouen,16,659,0.818281,-0.241803,1.01625
Lyon,Orange,17,18,0.949895,-0.280695,1.21665
Lyon,Clermont-Ferrand,17,443,1.56012,-0.461017,2.27959
Lyon,Chambéry,17,444,0.899178,-0.265708,1.13821
Lyon,Mâcon,17,674,1.15915,-0.34253,1.55635
Orange,Narbonne,18,19,1.04191,-0.307884,1.36283
Orange,Marseille,18,733,0.744986,-0.220144,0.909084
Narbonne,Girona,19,20,0.722179,-0.213405,0.876385
Girona,Barcelona,20,21,0.870548,-0.257248,1.09461
Barcelona,Tarragona,21,22,0.719571,-0.212634,0.872666
Barcelona,Toulouse,21,463,1.39763,-0.413002,1.97506
Tarragona,Castellón de la Plana,22,23,0.553968,-0.163698,0.644718
Castellón de la Plana,Valencia,23,24,0.585498,-0.173015,0.686868
Valencia,Alicante,24,25,0.569384,-0.168254,0.665254
Alicante,Murcia,25,26,0.413652,-0.122235,0.464263
Murcia,Almería,26,27,0.304439,-0.0899622,0.331861
Almería,Málaga,27,28,0.304609,-0.0900122,0.332061
Hook of Holland,Rotterdam,29,30,0.527871,-0.155987,0.610274
Hook of Holland,The Hague,29,304,0.518736,-0.153287,0.598314
Rotterdam,Eindhoven,30,31,0.875503,-0.258712,1.10212
Eindhoven,Maastricht,31,32,1.3169,-0.389145,1.82955
Eindhoven,Antwerp,31,502,1.59316,-0.47078,2.34342
Eindhoven,Venlo,31,640,1.57707,-0.466025,2.31226
Eindhoven,Breda,31,703,1.52218,-0.449807,2.2071
Maastricht,Liège,32,33,0.928791,-0.274459,1.18383
Liège,Bastogne,33,34,1.43954,-0.425384,2.0521
Liège,Leuven,33,324,1.82394,-0.538976,2.80728
Liège,Eupen,33,325,1.5142,-0.447447,2.19195
Liège,Antwerp,33,502,1.83725,-0.542909,2.835
Liège,Namur,33,649,1.58745,-0.469092,2.33234
Liège,St. Vith,33,650,1.41688,-0.41869,2.01032
Liège,Charleville-Mézières,33,655,1.5825,-0.467632,2.32277
Bastogne,Arlon,34,35,0.729211,-0.215483,0.886434
Arlon,Luxembourg,35,36,0.770325,-0.227632,0.945773
Luxembourg,Metz,36,37,1.00755,-0.297733,1.30767
Luxembourg,St. Vith,36,650,1.37505,-0.406328,1.93396
Luxembourg,Charleville-Mézières,36,655,1.19254,-0.352398,1.61296
Luxembourg,Trier,36,656,1.00936,-0.298267,1.31055
Metz,Saint-Avold,37,38,1.73837,-0.513691,2.63163
Metz,Lausanne,37,44,1.71311,-0.506225,2.58059
Metz,Geneva,37,45,1.78007,-0.526012,2.71668
Metz,Brussels,37,323,1.96402,-0.580371,3.1042
Metz,Reims,37,364,1.71411,-0.506522,2.58261
Metz,Saarbrücken,37,365,1.5991,-0.472535,2.35497
Saint-Avold,Strasbourg,38,39,0.95121,-0.281084,1.2187
Strasbourg,Mulhouse,39,40,1.06857,-0.315765,1.40614
Strasbourg,Appenweier,39,661,1.11616,-0.329827,1.48445
Mulhouse,Basel,40,41,1.15688,-0.341861,1.55254
Mulhouse,Belfort,40,395,1.46615,-0.433249,2.10157
Mulhouse,Chaumont,40,662,1.6084,-0.475284,2.37309
Basel,Olten,41,42,1.52994,-0.452099,2.22185
Basel,Offenburg,41,61,1.65518,-0.489109,2.465
Basel,Zürich,41,396,1.61963,-0.478603,2.39503
Basel,Waldshut,41,663,1.81717,-0.536976,2.79323
Olten,Bern,42,43,0.901129,-0.266285,1.1412
Olten,Lucerne,42,62,0.81861,-0.2419,1.01674
Bern,Lausanne,43,44,1.29449,-0.382524,1.78985
Bern,Belfort,43,395,1.43516,-0.424092,2.04401
Bern,Martigny,43,503,1.20925,-0.357334,1.64152
Lausanne,Geneva,44,45,1.17306,-0.346642,1.57986
Lausanne,Martigny,44,503,0.910888,-0.269169,1.15619
Geneva,Mont Blanc,45,46,0.982312,-0.290275,1.26758
Geneva,Chambéry,45,444,1.50382,-0.444381,2.17231
Geneva,Mâcon,45,674,1.63277,-0.482487,2.42081
Mont Blanc,Aosta,46,47,0.668639,-0.197584,0.800834
Aosta,Ivrea,47,48,1.11905,-0.330682,1.48926
Aosta,Martigny,47,503,1.22548,-0.362132,1.66944
Ivrea,Vercelli,48,49,0.506265,-0.149602,0.582063
Ivrea,Turin,48,446,0.667526,-0.197255,0.799281
Vercelli,Alessandria,49,50,0.483792,-0.142961,0.553012
Alessandria,Genoa,50,51,0.90956,-0.268776,1.15415
Alessandria,Turin,50,446,0.899118,-0.265691,1.13812
Alessandria,Tortona,50,447,0.87498,-0.258558,1.10133
Alessandria,Asti,50,683,0.981516,-0.290039,1.26632
Genoa,Rome,51,74,1.15408,-0.341031,1.54781
Genoa,Tortona,51,447,0.902752,-0.266764,1.14369
Genoa,Nice,51,464,0.888601,-0.262583,1.12205
Amsterdam,Utrecht,52,53,0.821325,-0.242703,1.02077
Amsterdam,Amersfoort,52,306,0.416991,-0.123221,0.468421
Amsterdam,Brussels,52,323,1.68236,-0.49714,2.51899
Amsterdam,Groningen,52,621,0.723536,-0.213806,0.878323
Utrecht,Arnhem,53,54,1.34834,-0.398435,1.88575
Utrecht,Gouda,53,305,1.36439,-0.40318,1.91469
Utrecht,Amersfoort,53,306,0.819233,-0.242084,1.01766
Utrecht,Gorinchem,53,704,1.40402,-0.414891,1.98674
Arnhem,Emmerich,54,55,0.734927,-0.217172,0.894624
Emmerich,Oberhausen,55,56,0.747432,-0.220867,0.912609
Oberhausen,Cologne,56,57,0.965457,-0.285294,1.24102
Oberhausen,Dortmund,56,505,0.947815,-0.28008,1.2134
Oberhausen,Venlo,56,640,1.33828,-0.395464,1.86772
Cologne,Frankfurt am Main,57,58,1.18781,-0.350999,1.60489
Cologne,Aachen,57,326,1.18537,-0.350277,1.60074
Cologne,Olpe,57,327,0.93523,-0.276361,1.19381
Cologne,Bremen,57,504,1.21572,-0.359246,1.65263
Frankfurt am Main,Heidelberg,58,59,1.78056,-0.526159,2.7177
Frankfurt am Main,Gießen,58,329,1.60309,-0.473716,2.36274
Frankfurt am Main,Mannheim,58,366,1.96528,-0.580743,3.10692
Frankfurt am Main,Aschaffenburg,58,506,1.53255,-0.45287,2.22682
Frankfurt am Main,Wiesbaden,58,653,1.72191,-0.508826,2.59833
Heidelberg,Karlsruhe,59,60,1.13548,-0.335535,1.51663
Karlsruhe,Offenburg,60,61,1.52111,-0.449489,2.20506
Karlsruhe,Stuttgart,60,507,1.85057,-0.546845,2.86283
Karlsruhe,Appenweier,60,661,1.55123,-0.45839,2.26253
Lucerne,Altdorf,62,63,0.78588,-0.232228,0.968483
Altdorf,Gotthard Pass,63,64,1.08038,-0.319253,1.42544
Altdorf,Zürich,63,396,1.18867,-0.351252,1.60635
Gotthard Pass,Bellinzona,64,65,0.779987,-0.230487,0.959863
Bellinzona,Lugano,65,66,0.984691,-0.290977,1.27134
Bellinzona,San Bernardino,65,513,0.994001,-0.293729,1.2861
Lugano,Chiasso,66,67,0.561498,-0.165923,0.654731
Chiasso,Como,67,68,0.536233,-0.158457,0.621267
Como,Milan,68,69,0.825582,-0.243961,1.0271
Milan,Piacenza,69,70,1.47954,-0.437206,2.12663
Milan,Turin,69,446,1.43652,-0.424494,2.04653
Milan,Tortona,69,447,1.19791,-0.353983,1.62211
Milan,Brescia,69,448,1.29893,-0.383835,1.79769
Milan,Gravellona Toce,69,677,1.45248,-0.42921,2.07612
Piacenza,Parma,70,71,0.853318,-0.252156,1.0686
Parma,Modena,71,72,0.970545,-0.286797,1.24902
Modena,Florence,72,73,1.57161,-0.464413,2.30173
Modena,Verona,72,94,1.68655,-0.498378,2.52735
Modena,Bologna,72,95,1.49941,-0.443077,2.16399
Florence,Rome,73,74,1.4738,-0.435509,2.11587
Rome,Pescara,74,125,1.63524,-0.483217,2.42567
Östersund,Mora,75,76,0.775812,-0.229253,0.953768
Östersund,Trondheim,75,490,1.18533,-0.350267,1.60068
Östersund,Sundsvall,75,607,1.24368,-0.367511,1.70093
Mora,Säffle,76,77,0.609851,-0.180212,0.719828
Säffle,Gothenburg,77,78,0.746676,-0.220644,0.911519
Gothenburg,Halmstad,78,297,1.27589,-0.377026,1.75711
Gothenburg,Örebro,78,298,1.10103,-0.325356,1.45941
Gothenburg,Oslo,78,486,1.05684,-0.312298,1.38703
Hamburg,Hanover,79,80,0.887141,-0.262151,1.11982
Hamburg,Berlin,79,108,0.903315,-0.266931,1.14456
Hamburg,Bremen,79,504,1.53224,-0.452778,2.22623
Hamburg,Lübeck,79,514,0.647689,-0.191393,0.771732
Hanover,Göttingen,80,81,0.775922,-0.229286,0.953928
Hanover,Bad Oeynhausen,80,309,0.892642,-0.263777,1.12822
Hanover,Braunschweig,80,310,0.790424,-0.233571,0.975144
Göttingen,Kassel,81,82,0.683167,-0.201877,0.821167
Kassel,Fulda,82,83,1.08019,-0.319197,1.42513
Kassel,Dortmund,82,505,1.31799,-0.389468,1.83149
Fulda,Würzburg,83,84,0.855224,-0.25272,1.07147
Würzburg,Nuremberg,84,85,0.978025,-0.289008,1.26081
Würzburg,Aschaffenburg,84,506,1.65062,-0.487762,2.45599
Würzburg,Stuttgart,84,507,1.38529,-0.409354,1.95256
Würzburg,Ulm,84,509,0.686087,-0.20274,0.825269
Nuremberg,Munich,85,86,1.08996,-0.322085,1.44117
Nuremberg,Heilbronn,85,367,1.12903,-0.333631,1.50587
Nuremberg,Rozvadov,85,368,1.10991,-0.32798,1.47409
Nuremberg,Bayreuth,85,526,1.25905,-0.372049,1.72765
Nuremberg,Regensburg,85,664,0.98884,-0.292204,1.27791
Munich,Rosenheim,86,87,1.78225,-0.526656,2.72116
Munich,Salzburg,86,115,1.92594,-0.569117,3.02233
Munich,Ulm,86,509,1.29478,-0.382609,1.79036
Munich,Lindau,86,510,1.85717,-0.548796,2.87667
Munich,Deggendorf,86,528,1.69313,-0.500321,2.54049
Munich,Garmisch-Partenkirchen,86,715,1.76085,-0.520335,2.67736
Munich,Braunau am Inn,86,718,1.59868,-0.472412,2.35416
Rosenheim,Wörgl,87,88,0.998229,-0.294978,1.29282
Rosenheim,Bad Reichenhall,87,404,1.09574,-0.323794,1.45069
Wörgl,Innsbruck,88,89,1.06825,-0.315669,1.40561
Wörgl,St. Johann in Tirol,88,729,0.852856,-0.25202,1.0679
Innsbruck,Brenner,89,90,1.56784,-0.463299,2.29446
Innsbruck,Telfs,89,402,1.40651,-0.415625,1.99129
Innsbruck,Imst,89,403,1.40651,-0.415625,1.99129
Innsbruck,Seefeld,89,717,1.54608,-0.456867,2.25266
Brenner,Fortezza,90,91,0.941233,-0.278136,1.20315
Fortezza,Bolzano,91,92,1.15448,-0.34115,1.54849
Fortezza,Innichen,91,678,1.14854,-0.339395,1.53851
Bolzano,Trento,92,93,0.853346,-0.252165,1.06864
Trento,Verona,93,94,1.13315,-0.334847,1.51273
Verona,Mestre,94,120,1.85737,-0.548854,2.87708
