Glasgow,Preston,1,2,0.000238187,0,0.000238187
Glasgow,Edinburgh,1,13,0.000238187,0,0.000238187
Preston,Birmingham,2,3,0.000238187,0,0.000238187
Birmingham,Cambridge,3,636,0.000238187,0,0.000238187
Le Havre,Paris,4,5,1.98647,-0.516861,3.0132
Le Havre,Amiens,4,657,1.10228,-0.519457,1.67486
Paris,Orléans,5,6,2.1568,-0.508205,3.25289
Paris,Calais,5,16,1.71857,-0.517079,2.60721
Paris,Lyon,5,17,2.6741,-0.509576,4.03676
Paris,Brussels,5,326,2.97023,-0.520536,4.51634
Paris,Le Mans,5,366,1.70876,-0.51094,2.58183
Paris,Reims,5,367,1.89221,-0.518246,2.87284
Paris,Chaumont,5,665,2.73532,-0.518964,4.15485
Orléans,Bordeaux,6,7,1.11663,-0.496391,1.67091
Orléans,Tours,6,392,1.22294,-0.497363,1.83118
Orléans,Montargis,6,393,1.47729,-0.504076,2.22196
Orléans,Toulouse,6,466,1.31361,-0.490739,1.95825
Bordeaux,San Sebastián,7,8,0.696228,-0.476601,1.02805
Bordeaux,Clermont-Ferrand,7,446,1.23996,-0.488511,1.84569
Bordeaux,Toulouse,7,466,0.595706,-0.473455,0.877747
Bordeaux,Angoulême,7,731,0.745305,-0.484105,1.10611
San Sebastián,Burgos,8,9,0.421443,-0.443013,0.608148
San Sebastián,Bilbao,8,445,0.334379,-0.445666,0.4834
San Sebastián,Toulouse,8,466,0.502581,-0.463482,0.735518
Burgos,Madrid,9,10,0.279808,-0.418985,0.397043
Burgos,Valladolid,9,465,0.179612,-0.423902,0.255751
Madrid,Seville,10,11,0.196853,-0.402194,0.276026
Madrid,Barcelona,10,21,0.373808,-0.435625,0.536648
Madrid,Valencia,10,24,0.206605,-0.410867,0.291492
Madrid,Lisbon,10,464,0.193288,-0.406626,0.271884
Seville,Algeciras,11,12,0.102446,-0.387913,0.142186
Seville,Huelva,11,486,0.107748,-0.387273,0.149476
Algeciras,Málaga,12,28,0.0471565,-0.380232,0.065087
Edinburgh,Newcastle,13,14,0.000238187,0,0.000238187
Newcastle,London,14,15,0.000238187,0,0.000238187
London,Colchester,15,305,0.000238187,0,0.000238187
Calais,Bruges,16,324,1.71035,-0.521945,2.60306
Calais,Rouen,16,662,1.13708,-0.518934,1.72715
Lyon,Orange,17,18,1.28913,-0.502175,1.9365
Lyon,Clermont-Ferrand,17,446,1.46907,-0.493044,2.19339
Lyon,Chambéry,17,447,1.24748,-0.50421,1.87648
Orange,Narbonne,18,19,0.596284,-0.494148,0.890936
Orange,Marseille,18,736,0.547313,-0.500192,0.821075
Narbonne,Girona,19,20,0.358816,-0.474502,0.529075
Girona,Barcelona,20,21,0.461866,-0.45454,0.671802
Barcelona,Tarragona,21,22,0.312789,-0.442594,0.451228
Barcelona,Toulouse,21,466,0.821113,-0.460859,1.19953
Tarragona,Castellón de la Plana,22,23,0.162885,-0.428096,0.232616
Castellón de la Plana,Valencia,23,24,0.152442,-0.411244,0.215133
Valencia,Alicante,24,25,0.118245,-0.402433,0.165831
Alicante,Murcia,25,26,0.052882,-0.393649,0.0736989
Murcia,Almería,26,27,0.0291527,-0.382547,0.040305
Almería,Málaga,27,28,0.0277281,-0.37603,0.0381546
Hook of Holland,Rotterdam,29,30,0.551412,-0.520614,0.838485
Hook of Holland,The Hague,29,307,0.299898,-0.517923,0.455222
Rotterdam,Eindhoven,30,31,1.37707,-0.521651,2.09542
Eindhoven,Maastricht,31,32,1.46503,-0.525494,2.2349
Eindhoven,Antwerp,31,505,2.47167,-0.525108,3.76956
Eindhoven,Venlo,31,643,1.88183,-0.522738,2.86554
Eindhoven,Breda,31,706,1.39214,-0.52157,2.11824
Maastricht,Liège,32,33,1.80232,-0.528238,2.75438
Liège,Bastogne,33,34,1.67159,-0.529609,2.55688
Liège,Leuven,33,327,2.7504,-0.527403,4.20097
Liège,Eupen,33,328,1.73852,-0.52997,2.65988
Liège,Antwerp,33,505,3.08744,-0.527017,4.71457
Liège,Namur,33,652,1.87245,-0.528487,2.86201
Liège,St. Vith,33,653,1.52716,-0.529657,2.33604
Liège,Charleville-Mézières,33,658,2.00349,-0.527956,3.06124
Bastogne,Arlon,34,35,1.00435,-0.53048,1.53713
Arlon,Luxembourg,35,36,1.40267,-0.529543,2.14545
Luxembourg,Metz,36,37,2.3623,-0.525943,3.60474
Luxembourg,St. Vith,36,653,1.69172,-0.53025,2.58875
Luxembourg,Charleville-Mézières,36,658,1.31686,-0.527238,2.01116
Luxembourg,Trier,36,659,1.66586,-0.530261,2.5492
Metz,Saint-Avold,37,38,2.83716,-0.525756,4.32881
Metz,Lausanne,37,44,2.35759,-0.524273,3.59361
Metz,Geneva,37,45,2.66456,-0.516886,4.04184
Metz,Brussels,37,326,3.27295,-0.524029,4.98808
Metz,Reims,37,367,2.40459,-0.522725,3.66152
Metz,Saarbrücken,37,368,2.67889,-0.527268,4.09138
Saint-Avold,Strasbourg,38,39,2.13368,-0.527567,3.25933
Strasbourg,Mulhouse,39,40,2.67397,-0.528323,4.08669
Strasbourg,Appenweier,39,664,2.00843,-0.529019,3.07093
Mulhouse,Basel,40,41,2.57404,-0.527134,3.93091
Mulhouse,Belfort,40,398,1.93357,-0.527482,2.95349
Mulhouse,Chaumont,40,665,2.48143,-0.52469,3.78341
Basel,Olten,41,42,1.54323,-0.52603,2.35502
Basel,Offenburg,41,61,2.20034,-0.526812,3.35951
Basel,Zürich,41,399,1.82142,-0.524097,2.77602
Basel,Waldshut,41,666,2.16098,-0.523453,3.29215
Olten,Bern,42,43,1.57203,-0.526249,2.39932
Olten,Lucerne,42,62,0.971916,-0.525154,1.48232
Bern,Lausanne,43,44,1.2978,-0.524031,1.97789
Bern,Belfort,43,398,1.60191,-0.526516,2.44534
Bern,Martigny,43,506,0.933525,-0.518347,1.41741
Lausanne,Geneva,44,45,1.08224,-0.511528,1.63584
Lausanne,Martigny,44,506,0.820472,-0.515889,1.24374
Geneva,Mont Blanc,45,46,1.23095,-0.507853,1.85609
Geneva,Chambéry,45,447,1.39161,-0.505131,2.09456
Geneva,Mâcon,45,677,2.10519,-0.512871,3.18488
Mont Blanc,Aosta,46,47,0.736011,-0.50506,1.10774
Aosta,Ivrea,47,48,0.685036,-0.492779,1.02261
Aosta,Martigny,47,506,0.91176,-0.494877,1.36297
Ivrea,Vercelli,48,49,0.292601,-0.480754,0.43327
Ivrea,Turin,48,449,0.442415,-0.476754,0.653338
Vercelli,Alessandria,49,50,0.266647,-0.463406,0.390212
Alessandria,Genoa,50,51,0.362447,-0.449795,0.525474
Alessandria,Turin,50,449,0.335149,-0.4642,0.490726
Alessandria,Tortona,50,450,0.251239,-0.452907,0.365027
Alessandria,Asti,50,686,0.322736,-0.454254,0.469341
Genoa,Rome,51,74,0.756694,-0.439659,1.08938
Genoa,Tortona,51,450,0.421072,-0.443956,0.608009
Genoa,Nice,51,467,0.586436,-0.45268,0.851903
Amsterdam,Utrecht,52,53,1.26624,-0.51999,1.92467
Amsterdam,Amersfoort,52,309,0.731692,-0.52278,1.11421
Amsterdam,Brussels,52,326,3.09128,-0.523399,4.70926
Amsterdam,Groningen,52,624,1.31191,-0.521905,1.99661
Utrecht,Arnhem,53,54,0.968121,-0.517495,1.46912
Utrecht,Gouda,53,308,0.788438,-0.516399,1.19559
Utrecht,Amersfoort,53,309,0.732334,-0.517046,1.11098
Utrecht,Gorinchem,53,707,0.930998,-0.517303,1.41261
Arnhem,Emmerich,54,55,0.870162,-0.519921,1.32258
Emmerich,Oberhausen,55,56,1.67703,-0.522485,2.55326
Oberhausen,Cologne,56,57,2.85158,-0.525429,4.34988
Oberhausen,Dortmund,56,508,2.02449,-0.523457,3.08422
Oberhausen,Venlo,56,643,1.91961,-0.521648,2.92097
Cologne,Frankfurt am Main,57,58,3.26365,-0.5298,4.99274
Cologne,Aachen,57,329,2.85505,-0.529752,4.36752
Cologne,Olpe,57,330,2.02949,-0.528108,3.10127
Cologne,Bremen,57,507,3.03241,-0.524403,4.62262
Frankfurt am Main,Heidelberg,58,59,2.90206,-0.532286,4.44678
Frankfurt am Main,Gießen,58,332,2.06472,-0.531685,3.16249
Frankfurt am Main,Mannheim,58,369,3.35013,-0.531688,5.13136
Frankfurt am Main,Aschaffenburg,58,509,2.43307,-0.530808,3.72457
Frankfurt am Main,Wiesbaden,58,656,2.36013,-0.532799,3.61761
Heidelberg,Karlsruhe,59,60,2.46829,-0.531036,3.77904
Karlsruhe,Offenburg,60,61,2.15895,-0.527024,3.29677
Karlsruhe,Stuttgart,60,510,3.00481,-0.527643,4.59027
Karlsruhe,Appenweier,60,664,2.27545,-0.529848,3.48109
Lucerne,Altdorf,62,63,0.717301,-0.522884,1.09237
Altdorf,Gotthard Pass,63,64,0.50997,-0.51879,0.774538
Altdorf,Zürich,63,399,0.950604,-0.522211,1.44702
Gotthard Pass,Bellinzona,64,65,0.267148,-0.508462,0.402983
Bellinzona,Lugano,65,66,0.151292,-0.487152,0.224994
Bellinzona,San Bernardino,65,516,0.159128,-0.497364,0.238272
Lugano,Chiasso,66,67,0.115374,-0.461312,0.168597
Chiasso,Como,67,68,0.185902,-0.447707,0.269131
Como,Milan,68,69,0.422889,-0.447522,0.612142
Milan,Piacenza,69,70,0.498292,-0.446141,0.720601
Milan,Turin,69,449,0.533746,-0.459932,0.779233
Milan,Tortona,69,450,0.349019,-0.447426,0.505179
Milan,Brescia,69,451,0.439625,-0.447278,0.636259
Milan,Gravellona Toce,69,680,0.448683,-0.451988,0.651483
Piacenza,Parma,70,71,0.377686,-0.442847,0.544943
Parma,Modena,71,72,0.591593,-0.442621,0.853445
Modena,Florence,72,73,0.705113,-0.440013,1.01537
Modena,Verona,72,94,0.79008,-0.444901,1.14159
Modena,Bologna,72,95,0.682225,-0.442041,0.983796
Florence,Rome,73,74,0.646237,-0.437066,0.928685
Rome,Pescara,74,125,0.648574,-0.433149,0.929504
Östersund,Mora,75,76,0.166944,-0.347815,0.22501
Östersund,Trondheim,75,493,0.198451,-0.34817,0.267545
