Glasgow,Preston,1,2,0.000360436,0,0.000360436
Glasgow,Edinburgh,1,13,0.000360436,0,0.000360436
Preston,Birmingham,2,3,0.000360436,0,0.000360436
Birmingham,Cambridge,3,636,0.000360436,0,0.000360436
Le Havre,Paris,4,5,1.98142,-0.517103,3.00602
Le Havre,Amiens,4,657,1.09746,-0.519897,1.66802
Paris,Orléans,5,6,2.16454,-0.507832,3.26377
Paris,Calais,5,16,1.714,-0.517289,2.60063
Paris,Lyon,5,17,2.68109,-0.509302,4.04658
Paris,Brussels,5,326,2.95527,-0.520905,4.49469
Paris,Le Mans,5,366,1.71161,-0.510729,2.58578
Paris,Reims,5,367,1.88566,-0.518508,2.86339
Paris,Chaumont,5,665,2.72444,-0.519292,4.13922
Orléans,Bordeaux,6,7,1.12984,-0.495561,1.68974
Orléans,Tours,6,392,1.23643,-0.496741,1.85061
Orléans,Montargis,6,393,1.48669,-0.503688,2.23551
Orléans,Toulouse,6,466,1.3346,-0.489454,1.98782
Bordeaux,San Sebastián,7,8,0.714545,-0.474458,1.05357
Bordeaux,Clermont-Ferrand,7,446,1.26159,-0.487306,1.87636
Bordeaux,Toulouse,7,466,0.612571,-0.471586,0.901452
Bordeaux,Angoulême,7,731,0.760632,-0.482755,1.12783
San Sebastián,Burgos,8,9,0.443221,-0.438894,0.637747
San Sebastián,Bilbao,8,445,0.350994,-0.441614,0.505998
San Sebastián,Toulouse,8,466,0.520713,-0.460553,0.760529
Burgos,Madrid,9,10,0.299404,-0.414206,0.423419
Burgos,Valladolid,9,465,0.191504,-0.419285,0.271798
Madrid,Seville,10,11,0.213216,-0.397114,0.297887
Madrid,Barcelona,10,21,0.395185,-0.43139,0.565664
Madrid,Valencia,10,24,0.22236,-0.406032,0.312645
Madrid,Lisbon,10,464,0.208675,-0.401667,0.292493
Seville,Algeciras,11,12,0.112111,-0.382793,0.155026
Seville,Huelva,11,486,0.117965,-0.382187,0.163049
Algeciras,Málaga,12,28,0.0518949,-0.375078,0.0713595
Edinburgh,Newcastle,13,14,0.000360436,0,0.000360436
Newcastle,London,14,15,0.000360436,0,0.000360436
London,Colchester,15,305,0.000360436,0,0.000360436
Calais,Bruges,16,324,1.69987,-0.522579,2.58819
Calais,Rouen,16,662,1.13258,-0.519258,1.72068
Lyon,Orange,17,18,1.29921,-0.501511,1.95077
Lyon,Clermont-Ferrand,17,446,1.4902,-0.491788,2.22307
Lyon,Chambéry,17,447,1.25539,-0.503721,1.88775
Orange,Narbonne,18,19,0.604369,-0.493003,0.902325
Orange,Marseille,18,736,0.552334,-0.499493,0.82822
Narbonne,Girona,19,20,0.368834,-0.472145,0.542978
Girona,Barcelona,20,21,0.481586,-0.451283,0.698917
Barcelona,Tarragona,21,22,0.328973,-0.438803,0.473328
Barcelona,Toulouse,21,466,0.852256,-0.45795,1.24255
Tarragona,Castellón de la Plana,22,23,0.173111,-0.42386,0.246486
Castellón de la Plana,Valencia,23,24,0.163998,-0.406619,0.230683
Valencia,Alicante,24,25,0.128023,-0.39767,0.178934
Alicante,Murcia,25,26,0.0576224,-0.388759,0.0800236
Murcia,Almería,26,27,0.0320239,-0.377574,0.0441153
Almería,Málaga,27,28,0.0306083,-0.370853,0.0419594
Hook of Holland,Rotterdam,29,30,0.548876,-0.52024,0.834423
Hook of Holland,The Hague,29,307,0.29916,-0.51698,0.45382
Rotterdam,Eindhoven,30,31,1.36969,-0.521407,2.08385
Eindhoven,Maastricht,31,32,1.45292,-0.525866,2.21696
Eindhoven,Antwerp,31,505,2.45149,-0.525699,3.74024
Eindhoven,Venlo,31,643,1.87027,-0.522607,2.84768
Eindhoven,Breda,31,706,1.38477,-0.52131,2.10666
Maastricht,Liège,32,33,1.7838,-0.528961,2.72736
Liège,Bastogne,33,34,1.65275,-0.5305,2.52953
Liège,Leuven,33,327,2.72377,-0.528044,4.16204
Liège,Eupen,33,328,1.71867,-0.530724,2.63081
Liège,Antwerp,33,505,3.05791,-0.527862,4.67206
Liège,Namur,33,652,1.85278,-0.529307,2.83347
Liège,St. Vith,33,653,1.50992,-0.530529,2.31098
Liège,Charleville-Mézières,33,658,1.98314,-0.528771,3.03177
Bastogne,Arlon,34,35,0.992411,-0.531446,1.51982
Arlon,Luxembourg,35,36,1.3869,-0.530456,2.12259
Luxembourg,Metz,36,37,2.34155,-0.526661,3.57475
Luxembourg,St. Vith,36,653,1.67194,-0.531151,2.55999
Luxembourg,Charleville-Mézières,36,658,1.30412,-0.528034,1.99274
Luxembourg,Trier,36,659,1.64632,-0.53121,2.52086
Metz,Saint-Avold,37,38,2.81251,-0.526506,4.29332
Metz,Lausanne,37,44,2.33947,-0.524967,3.56762
Metz,Geneva,37,45,2.65777,-0.517115,4.03215
Metz,Brussels,37,326,3.24867,-0.524559,4.95279
Metz,Reims,37,367,2.38879,-0.523252,3.63874
Metz,Saarbrücken,37,368,2.65293,-0.528053,4.05382
Saint-Avold,Strasbourg,38,39,2.11222,-0.528624,3.22878
Strasbourg,Mulhouse,39,40,2.64576,-0.529385,4.04638
Strasbourg,Appenweier,39,664,1.98634,-0.530074,3.03925
Mulhouse,Basel,40,41,2.54925,-0.527968,3.89517
Mulhouse,Belfort,40,398,1.91449,-0.528326,2.92597
Mulhouse,Chaumont,40,665,2.46171,-0.525372,3.75502
Basel,Olten,41,42,1.52958,-0.526758,2.33529
Basel,Offenburg,41,61,2.17961,-0.527642,3.32967
Basel,Zürich,41,399,1.80802,-0.524462,2.75626
Basel,Waldshut,41,666,2.14583,-0.523929,3.27009
Olten,Bern,42,43,1.55795,-0.526926,2.37888
Olten,Lucerne,42,62,0.96416,-0.525421,1.47075
Bern,Lausanne,43,44,1.28808,-0.524672,1.9639
Bern,Belfort,43,398,1.58718,-0.527288,2.42408
Bern,Martigny,43,506,0.929651,-0.519553,1.41265
Lausanne,Geneva,44,45,1.08291,-0.512312,1.6377
Lausanne,Martigny,44,506,0.818689,-0.516544,1.24158
Geneva,Mont Blanc,45,46,1.23488,-0.508423,1.86273
Geneva,Chambéry,45,447,1.39936,-0.504865,2.10585
Geneva,Mâcon,45,677,2.10549,-0.513029,3.18567
Mont Blanc,Aosta,46,47,0.739556,-0.505994,1.11377
Aosta,Ivrea,47,48,0.6939,-0.493919,1.03663
Aosta,Martigny,47,506,0.923432,-0.494121,1.37972
Ivrea,Vercelli,48,49,0.299225,-0.479749,0.442778
Ivrea,Turin,48,449,0.453777,-0.475356,0.669483
Vercelli,Alessandria,49,50,0.276037,-0.461772,0.403503
Alessandria,Genoa,50,51,0.37869,-0.448341,0.548473
Alessandria,Turin,50,449,0.346803,-0.4624,0.507164
Alessandria,Tortona,50,450,0.261976,-0.451229,0.380187
Alessandria,Asti,50,686,0.336214,-0.452588,0.48838
Genoa,Rome,51,74,0.79598,-0.43856,1.14507
Genoa,Tortona,51,450,0.441676,-0.442656,0.637186
Genoa,Nice,51,467,0.611578,-0.451038,0.887422
Amsterdam,Utrecht,52,53,1.26107,-0.519455,1.91614
Amsterdam,Amersfoort,52,309,0.727089,-0.522827,1.10723
Amsterdam,Brussels,52,326,3.07008,-0.523699,4.67788
Amsterdam,Groningen,52,624,1.30466,-0.521665,1.98525
Utrecht,Arnhem,53,54,0.966132,-0.516364,1.46501
Utrecht,Gouda,53,308,0.787448,-0.515149,1.1931
Utrecht,Amersfoort,53,309,0.731056,-0.515893,1.1082
Utrecht,Gorinchem,53,707,0.92917,-0.516224,1.40883
Arnhem,Emmerich,54,55,0.866839,-0.519049,1.31677
Emmerich,Oberhausen,55,56,1.66741,-0.521981,2.53777
Oberhausen,Cologne,56,57,2.82901,-0.525321,4.31514
Oberhausen,Dortmund,56,508,2.01132,-0.523153,3.06355
Oberhausen,Venlo,56,643,1.90965,-0.521138,2.90485
Cologne,Frankfurt am Main,57,58,3.22731,-0.530287,4.93872
Cologne,Aachen,57,329,2.82358,-0.530114,4.3204
Cologne,Olpe,57,330,2.00945,-0.528334,3.07112
Cologne,Bremen,57,507,3.01067,-0.524178,4.58879
Frankfurt am Main,Heidelberg,58,59,2.86421,-0.533245,4.39153
Frankfurt am Main,Gießen,58,332,2.0388,-0.532485,3.12443
Frankfurt am Main,Mannheim,58,369,3.30787,-0.532579,5.06958
Frankfurt am Main,Aschaffenburg,58,509,2.40389,-0.531617,3.68184
Frankfurt am Main,Wiesbaden,58,656,2.32861,-0.533732,3.57146
Heidelberg,Karlsruhe,59,60,2.43809,-0.53199,3.73513
Karlsruhe,Offenburg,60,61,2.1385,-0.527721,3.26702
Karlsruhe,Stuttgart,60,510,2.975,-0.528407,4.54702
Karlsruhe,Appenweier,60,664,2.24898,-0.531056,3.44331
Lucerne,Altdorf,62,63,0.712921,-0.522544,1.08545
Altdorf,Gotthard Pass,63,64,0.508512,-0.517585,0.771711
Altdorf,Zürich,63,399,0.945149,-0.521982,1.4385
Gotthard Pass,Bellinzona,64,65,0.268538,-0.505419,0.404262
Bellinzona,Lugano,65,66,0.154463,-0.482185,0.228942
Bellinzona,San Bernardino,65,516,0.161285,-0.49301,0.240799
Lugano,Chiasso,66,67,0.119849,-0.456745,0.174589
Chiasso,Como,67,68,0.194715,-0.444754,0.281316
Como,Milan,68,69,0.442783,-0.445261,0.639936
Milan,Piacenza,69,70,0.522082,-0.444293,0.75404
Milan,Turin,69,449,0.553998,-0.45793,0.80769
Milan,Tortona,69,450,0.365362,-0.445558,0.528152
Milan,Brescia,69,451,0.460169,-0.44569,0.665261
Milan,Gravellona Toce,69,680,0.468297,-0.449869,0.678969
Piacenza,Parma,70,71,0.396488,-0.441486,0.571532
Parma,Modena,71,72,0.620982,-0.441631,0.895227
Modena,Florence,72,73,0.741296,-0.439385,1.06701
Modena,Verona,72,94,0.827869,-0.444175,1.19559
Modena,Bologna,72,95,0.716145,-0.441572,1.03237
Florence,Rome,73,74,0.680875,-0.436266,0.977917
Rome,Pescara,74,125,0.68539,-0.431964,0.981454
